recid,location,event,eventType,xcoord,ycoord,dt,_date,_time
4950,CORPREW AVENUE & PARK AVENUE                                                                                                                                                                            ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12136282.99999730   ,3476885.99988906    ,2016-09-03 04:55:30.000,9/3/2016  ,2016-09-03 04:55:30.000
4951,E VIRGINIA BEACH BOULEVARD & PARK AVENUE                                                                                                                                                                ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12136628.50014070   ,3477394.62494528    ,2016-09-03 04:55:58.000,9/3/2016  ,2016-09-03 04:55:58.000
4954,1700 BLOCK OF MONTICELLO AVENUE                                                                                                                                                                         ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12130811.49994290   ,3481862.74991824    ,2016-09-03 05:04:02.000,9/3/2016  ,2016-09-03 05:04:02.000
4957,1800 BLOCK OF E BRAMBLETON AVENUE                                                                                                                                                                       ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12135652.20224690   ,3475119.38416645    ,2016-09-03 05:42:35.000,9/3/2016  ,2016-09-03 05:42:35.000
4970,E PRINCESS ANNE ROAD & INGLESIDE ROAD                                                                                                                                                                   ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12142817.49994310   ,3481606.37504706    ,2016-09-03 07:03:04.000,9/3/2016  ,2016-09-03 07:03:04.000
4972,900 BAGNALL ROAD                                                                                                                                                                                        ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12133290.27729      ,3478374.55610       ,2016-09-03 08:26:51.000,9/3/2016  ,2016-09-03 08:26:51.000
4974,7000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12124657.25400650   ,3496896.18281922    ,2016-09-03 08:54:54.000,9/3/2016  ,2016-09-03 08:54:54.000
4976,6000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12125322.66376660   ,3493263.67597999    ,2016-09-03 10:43:40.000,9/3/2016  ,2016-09-03 10:43:40.000
4987,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE                                                                                                                                                          ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12130305.00005860   ,3479539.25005982    ,2016-09-03 11:32:12.000,9/3/2016  ,2016-09-03 11:32:12.000
4988,TIDEWATER DRIVE & I-264E HIGHWAY                                                                                                                                                                        ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12131872.50000540   ,3474347.49984109    ,2016-09-03 11:33:51.000,9/3/2016  ,2016-09-03 11:33:51.000
4989,TIDEWATER DRIVE & I-264W HIGHWAY                                                                                                                                                                        ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12133082.00009270   ,3474813.37505817    ,2016-09-03 11:34:31.000,9/3/2016  ,2016-09-03 11:34:31.000
4996,100 BLOCK OF MEMORIAL PLACE                                                                                                                                                                             ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128357.67159280   ,3478639.87802663    ,2016-09-03 12:37:53.000,9/3/2016  ,2016-09-03 12:37:53.000
4997,700 BLOCK OF MOWBRAY ARCH                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128733.50910400   ,3479526.11898848    ,2016-09-03 12:39:48.000,9/3/2016  ,2016-09-03 12:39:48.000
4998,700 BLOCK OF BOTETOURT STREET                                                                                                                                                                           ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12127759.59964990   ,3478815.57869501    ,2016-09-03 12:41:32.000,9/3/2016  ,2016-09-03 12:41:32.000
4999,DRUMMOND PLACE & MOWBRAY ARCH                                                                                                                                                                           ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12127661.99987520   ,3478465.99986658    ,2016-09-03 12:42:05.000,9/3/2016  ,2016-09-03 12:42:05.000
5000,MILL STREET & MOWBRAY ARCH                                                                                                                                                                              ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12126682.00011210   ,3478837.49998571    ,2016-09-03 12:43:09.000,9/3/2016  ,2016-09-03 12:43:09.000
5001,500 BLOCK OF MOWBRAY ARCH                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12126840.02810370   ,3479613.14558856    ,2016-09-03 12:50:29.000,9/3/2016  ,2016-09-03 12:50:29.000
5002,FAIRFAX AVENUE & MOWBRAY ARCH                                                                                                                                                                           ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12127620.99992560   ,3479294.12509043    ,2016-09-03 12:52:01.000,9/3/2016  ,2016-09-03 12:52:01.000
5003,600 BLOCK OF MOWBRAY ARCH                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128586.75774990   ,3479301.90698153    ,2016-09-03 12:53:10.000,9/3/2016  ,2016-09-03 12:53:10.000
5004,PEMBROKE AVENUE & MOWBRAY ARCH                                                                                                                                                                          ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12126727.00003390   ,3479420.50008291    ,2016-09-03 12:54:16.000,9/3/2016  ,2016-09-03 12:54:16.000
5005,601 PEMBROKE AVENUE                                                                                                                                                                                     ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12126245.99953      ,3479509.99955       ,2016-09-03 12:54:57.000,9/3/2016  ,2016-09-03 12:54:57.000
5007,W OLNEY ROAD & MOWBRAY ARCH                                                                                                                                                                             ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12127767.49996430   ,3479541.62497444    ,2016-09-03 12:58:44.000,9/3/2016  ,2016-09-03 12:58:44.000
5008,100 BLOCK OF W OLNEY ROAD                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129574.86447850   ,3478775.34928335    ,2016-09-03 13:06:25.000,9/3/2016  ,2016-09-03 13:06:25.000
5009,200 BLOCK OF W OLNEY ROAD                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128849.70338590   ,3478993.34438004    ,2016-09-03 13:06:49.000,9/3/2016  ,2016-09-03 13:06:49.000
5010,300 BLOCK OF W OLNEY ROAD                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128230.99197080   ,3479291.87913616    ,2016-09-03 13:07:24.000,9/3/2016  ,2016-09-03 13:07:24.000
5011,MAGAZINE LANE & W OLNEY ROAD                                                                                                                                                                            ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129759.99985330   ,3478765.99997377    ,2016-09-03 13:10:26.000,9/3/2016  ,2016-09-03 13:10:26.000
5012,W OLNEY ROAD & BOUSH STREET                                                                                                                                                                             ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129207.00001840   ,3478802.50015143    ,2016-09-03 13:11:13.000,9/3/2016  ,2016-09-03 13:11:13.000
5013,W OLNEY ROAD & VOSS STREET                                                                                                                                                                              ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129355.99984310   ,3478786.00014868    ,2016-09-03 13:11:46.000,9/3/2016  ,2016-09-03 13:11:46.000
5014,W OLNEY ROAD & W WILSON AVENUE                                                                                                                                                                          ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129453.99994530   ,3478781.25000492    ,2016-09-03 13:12:10.000,9/3/2016  ,2016-09-03 13:12:10.000
5015,W OLNEY ROAD & W VIRGINIA BEACH BOULEVARD                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128851.37051270   ,3478992.19513902    ,2016-09-03 13:13:17.000,9/3/2016  ,2016-09-03 13:13:17.000
5016,BOUSH STREET & W VIRGINIA BEACH BOULEVARD                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129168.67804020   ,3479134.05056128    ,2016-09-03 13:13:53.000,9/3/2016  ,2016-09-03 13:13:53.000
5017,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD                                                                                                                                                           ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12129060.33909390   ,3479121.27531038    ,2016-09-03 13:14:22.000,9/3/2016  ,2016-09-03 13:14:22.000
5018,GRACE STREET & MEMORIAL PLACE                                                                                                                                                                           ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128376.99999440   ,3478506.50001630    ,2016-09-03 13:15:59.000,9/3/2016  ,2016-09-03 13:15:59.000
5019,CORPREW AVENUE & MADISON AVENUE                                                                                                                                                                         ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12136540.99992600   ,3476881.25005984    ,2016-09-03 13:16:55.000,9/3/2016  ,2016-09-03 13:16:55.000
5020,700 BLOCK OF YARMOUTH STREET                                                                                                                                                                            ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128396.94512530   ,3478245.36029673    ,2016-09-03 13:16:59.000,9/3/2016  ,2016-09-03 13:16:59.000
5021,900 BLOCK OF BAGNALL ROAD                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12133471.29603000   ,3478200.46488005    ,2016-09-03 13:17:26.000,9/3/2016  ,2016-09-03 13:17:26.000
5022,200 BLOCK OF GRACE STREET                                                                                                                                                                               ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12128805.53942600   ,3478536.22435072    ,2016-09-03 13:17:38.000,9/3/2016  ,2016-09-03 13:17:38.000
5046,E CHARLOTTE STREET & WALKE STREET                                                                                                                                                                       ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12132635.99990390   ,3476010.99994333    ,2016-09-03 22:41:22.000,9/3/2016  ,2016-09-03 22:41:22.000
5047,4100 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,HERMINE (9/2/2016)                                                                                  ,Flooded street                                    ,12131229.63306190   ,3489253.68990160    ,2016-09-04 23:28:08.000,9/4/2016  ,2016-09-04 23:28:08.000
5076,900 BLOCK OF E BRAMBLETON AVENUE                                                                                                                                                                        ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12132896.46832210   ,3477327.27729879    ,2016-09-19 16:33:27.000,9/19/2016 ,2016-09-19 16:33:27.000
5077,POPLAR HALL DRIVE & RING ROAD                                                                                                                                                                           ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12154071.50000390   ,3476747.12502318    ,2016-09-19 16:35:26.000,9/19/2016 ,2016-09-19 16:35:26.000
5078,AZALEA GARDEN ROAD & NORVIEW AVENUE                                                                                                                                                                     ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12150910.99993440   ,3494387.12500495    ,2016-09-19 16:36:15.000,9/19/2016 ,2016-09-19 16:36:15.000
5079,AZALEA GARDEN ROAD & E LITTLE CREEK ROAD                                                                                                                                                                ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12151761.50009050   ,3500860.25005488    ,2016-09-19 16:37:10.000,9/19/2016 ,2016-09-19 16:37:10.000
5080,CROMWELL DRIVE & TIDEWATER DRIVE                                                                                                                                                                        ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12137894.99990870   ,3489930.75004824    ,2016-09-19 16:38:12.000,9/19/2016 ,2016-09-19 16:38:12.000
5081,CROMWELL DRIVE & WILLOW WOOD DRIVE                                                                                                                                                                      ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12136627.50006910   ,3490511.37507357    ,2016-09-19 16:39:05.000,9/19/2016 ,2016-09-19 16:39:05.000
5082,TIDEWATER DRIVE & E VIRGINIA BEACH BOULEVARD                                                                                                                                                            ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12134007.99991830   ,3478239.25001462    ,2016-09-19 16:54:00.000,9/19/2016 ,2016-09-19 16:54:00.000
5083,E VIRGINIA BEACH BOULEVARD & PARK AVENUE                                                                                                                                                                ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12136628.50014070   ,3477394.62494528    ,2016-09-19 16:54:29.000,9/19/2016 ,2016-09-19 16:54:29.000
5084,BLUESTONE AVENUE & 49TH STREET                                                                                                                                                                          ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12124519.99995180   ,3490101.75003386    ,2016-09-19 16:55:08.000,9/19/2016 ,2016-09-19 16:55:08.000
5085,E PRINCESS ANNE ROAD & MONTICELLO AVENUE                                                                                                                                                                ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12130363.00012540   ,3480389.25010146    ,2016-09-19 17:14:05.000,9/19/2016 ,2016-09-19 17:14:05.000
5086,CHESAPEAKE BOULEVARD & AVENUE J                                                                                                                                                                         ,HEAVY RAIN (9/19/2016)                                                                              ,Flooded street                                    ,12143164.00000090   ,3499990.50005282    ,2016-09-19 17:14:56.000,9/19/2016 ,2016-09-19 17:14:56.000
5087,4TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                   ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12137041.99996660   ,3516670.00001742    ,2016-09-21 05:12:01.000,9/21/2016 ,2016-09-21 05:12:01.000
5088,TIDEWATER DRIVE & E VIRGINIA BEACH BOULEVARD                                                                                                                                                            ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12134007.99991830   ,3478239.25001462    ,2016-09-21 05:13:14.000,9/21/2016 ,2016-09-21 05:13:14.000
5089,E VIRGINIA BEACH BOULEVARD & DUBOSE DRIVE                                                                                                                                                               ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12137403.00004110   ,3477473.50007281    ,2016-09-21 05:13:57.000,9/21/2016 ,2016-09-21 05:13:57.000
5090,E 21ST STREET & MONTICELLO AVENUE                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded underpass                                 ,12131101.50011990   ,3482796.49994526    ,2016-09-21 05:14:32.000,9/21/2016 ,2016-09-21 05:14:32.000
5091,38TH STREET & LLEWELLYN AVENUE                                                                                                                                                                          ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12130692.99986590   ,3487664.75014222    ,2016-09-21 05:15:03.000,9/21/2016 ,2016-09-21 05:15:03.000
5092,E VIRGINIA BEACH BOULEVARD & PARK AVENUE                                                                                                                                                                ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12136628.50014070   ,3477394.62494528    ,2016-09-21 05:17:38.000,9/21/2016 ,2016-09-21 05:17:38.000
5093,HAMPTON BOULEVARD & PORTER STREET                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12122002.00007530   ,3502075.00008586    ,2016-09-21 05:28:35.000,9/21/2016 ,2016-09-21 05:28:35.000
5095,11TH STREET & MONTICELLO AVENUE                                                                                                                                                                         ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12130286.00011260   ,3480118.99988484    ,2016-09-21 06:54:48.000,9/21/2016 ,2016-09-21 06:54:48.000
5096,NORVELLA AVENUE & SEWELLS POINT ROAD                                                                                                                                                                    ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12144806.99993170   ,3490225.50005449    ,2016-09-21 06:55:18.000,9/21/2016 ,2016-09-21 06:55:18.000
5097,6600 BLOCK OF AZALEA GARDEN ROAD                                                                                                                                                                        ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12152269.50000370   ,3496779.25000349    ,2016-09-21 06:56:53.000,9/21/2016 ,2016-09-21 06:56:53.000
5098,1100 BLOCK OF E VIRGINIA BEACH BOULEVARD                                                                                                                                                                ,unnamed  (9/20/2016)                                                                                ,Flooded underpass                                 ,12134531.10446760   ,3478069.53483564    ,2016-09-21 06:57:33.000,9/21/2016 ,2016-09-21 06:57:33.000
5099,GARDNER DRIVE & SPRINGMEADOW BOULEVARD                                                                                                                                                                  ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12148171.99994950   ,3497869.99995661    ,2016-09-21 06:58:08.000,9/21/2016 ,2016-09-21 06:58:08.000
5100,1300 BLOCK OF KEMPSVILLE ROAD                                                                                                                                                                           ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12154365.91738680   ,3484005.26440822    ,2016-09-21 07:08:01.000,9/21/2016 ,2016-09-21 07:08:01.000
5101,8700 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12120584.28409480   ,3506253.92765987    ,2016-09-21 07:11:30.000,9/21/2016 ,2016-09-21 07:11:30.000
5102,BESSIE STREET & JANET DRIVE                                                                                                                                                                             ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12148101.00005200   ,3492583.50010453    ,2016-09-21 07:12:07.000,9/21/2016 ,2016-09-21 07:12:07.000
5103,1402 LOIS LANE                                                                                                                                                                                          ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12146331.53529      ,3493615.03381       ,2016-09-21 07:25:19.000,9/21/2016 ,2016-09-21 07:25:19.000
5104,GRANBY STREET & W LITTLE CREEK ROAD                                                                                                                                                                     ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12133980.99987090   ,3500220.49986242    ,2016-09-21 07:34:43.000,9/21/2016 ,2016-09-21 07:34:43.000
5105,152 DUPRE AVENUE                                                                                                                                                                                        ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12138352.38904      ,3513536.27850       ,2016-09-21 07:37:26.000,9/21/2016 ,2016-09-21 07:37:26.000
5106,313 E LITTLE CREEK ROAD                                                                                                                                                                                 ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12136450.99922      ,3501355.99919       ,2016-09-21 07:48:13.000,9/21/2016 ,2016-09-21 07:48:13.000
5107,6437 AZALEA GARDEN ROAD                                                                                                                                                                                 ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12151512.52781      ,3495808.24981       ,2016-09-21 07:56:21.000,9/21/2016 ,2016-09-21 07:56:21.000
5108,1000 MONTICELLO AVENUE                                                                                                                                                                                  ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12130315.98583      ,3479908.72467       ,2016-09-21 07:57:34.000,9/21/2016 ,2016-09-21 07:57:34.000
5109,1700 BLOCK OF BANNING ROAD                                                                                                                                                                              ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12147748.48061350   ,3498345.01197393    ,2016-09-21 07:59:09.000,9/21/2016 ,2016-09-21 07:59:09.000
5110,17TH STREET & MONTICELLO AVENUE                                                                                                                                                                         ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12130769.99987880   ,3481728.74975292    ,2016-09-21 08:02:48.000,9/21/2016 ,2016-09-21 08:02:48.000
5111,KEMPSVILLE ROAD & LOWERY ROAD                                                                                                                                                                           ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12154538.99992460   ,3483141.50013146    ,2016-09-21 08:11:44.000,9/21/2016 ,2016-09-21 08:11:44.000
5112,NORTHAMPTON BOULEVARD & USAA DRIVE                                                                                                                                                                      ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12153715.49997310   ,3485970.62498841    ,2016-09-21 08:12:16.000,9/21/2016 ,2016-09-21 08:12:16.000
5113,6937 GARDNER DRIVE                                                                                                                                                                                      ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12148094.30521      ,3498073.75100       ,2016-09-21 08:14:27.000,9/21/2016 ,2016-09-21 08:14:27.000
5114,145 N ABILENE AVENUE                                                                                                                                                                                    ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12158231.99943      ,3474575.24934       ,2016-09-21 08:36:47.000,9/21/2016 ,2016-09-21 08:36:47.000
5117,E BALVIEW AVENUE & VINING STREET                                                                                                                                                                        ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12144428.99989730   ,3510055.25010115    ,2016-09-21 08:58:36.000,9/21/2016 ,2016-09-21 08:58:36.000
5118,HANSON AVENUE & GOFF STREET                                                                                                                                                                             ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12135792.50000130   ,3479229.75013689    ,2016-09-21 08:59:29.000,9/21/2016 ,2016-09-21 08:59:29.000
5119,E PRINCESS ANNE ROAD & MONTICELLO AVENUE                                                                                                                                                                ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12130363.00012540   ,3480389.25010146    ,2016-09-21 09:00:18.000,9/21/2016 ,2016-09-21 09:00:18.000
5121,3486 JOHNS STREET                                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12147693.40665      ,3491151.50075       ,2016-09-21 09:18:30.000,9/21/2016 ,2016-09-21 09:18:30.000
5122,1053 DUBOSE DRIVE                                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12137729.77042      ,3477795.56243       ,2016-09-21 09:30:55.000,9/21/2016 ,2016-09-21 09:30:55.000
5124,CALVIN AVENUE & HALPRIN DRIVE                                                                                                                                                                           ,unnamed  (9/20/2016)                                                                                ,Flooded underpass                                 ,12149860.00011660   ,3501979.24986973    ,2016-09-21 09:46:22.000,9/21/2016 ,2016-09-21 09:46:22.000
5125,FISHERMANS ROAD & QUINCY STREET                                                                                                                                                                         ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12143894.00009400   ,3506801.25001608    ,2016-09-21 09:56:39.000,9/21/2016 ,2016-09-21 09:56:39.000
5127,820 E 29TH STREET                                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12133013.72920      ,3485055.79105       ,2016-09-21 10:13:03.000,9/21/2016 ,2016-09-21 10:13:03.000
5129,FORT WORTH AVENUE & E LITTLE CREEK ROAD                                                                                                                                                                 ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12136125.99991400   ,3501252.74994876    ,2016-09-21 10:43:11.000,9/21/2016 ,2016-09-21 10:43:11.000
5130,2312 FAIRBANKS AVENUE                                                                                                                                                                                   ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12144060.11026      ,3483415.49921       ,2016-09-21 10:53:40.000,9/21/2016 ,2016-09-21 10:53:40.000
5131,CAROLINA AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12128087.99988910   ,3488224.24989237    ,2016-09-21 11:05:08.000,9/21/2016 ,2016-09-21 11:05:08.000
5132,E 28TH STREET & GAZEL STREET                                                                                                                                                                            ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12132797.99987380   ,3484628.49989331    ,2016-09-21 11:16:05.000,9/21/2016 ,2016-09-21 11:16:05.000
5133,3412 HERBERT STREET                                                                                                                                                                                     ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12146547.27110      ,3489821.50753       ,2016-09-21 11:27:33.000,9/21/2016 ,2016-09-21 11:27:33.000
5134,1510 CRANE AVENUE                                                                                                                                                                                       ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12145272.34348      ,3502182.21973       ,2016-09-21 11:31:56.000,9/21/2016 ,2016-09-21 11:31:56.000
5135,6961 RIDDICK STREET                                                                                                                                                                                     ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12146110.44396      ,3498005.38824       ,2016-09-21 11:46:32.000,9/21/2016 ,2016-09-21 11:46:32.000
5136,3418 HUMBOLDT STREET                                                                                                                                                                                    ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12146000.85036      ,3489725.56948       ,2016-09-21 12:18:28.000,9/21/2016 ,2016-09-21 12:18:28.000
5137,JOHNSTONS ROAD & RED BROOK ROAD                                                                                                                                                                         ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12146671.00012820   ,3498942.99993536    ,2016-09-21 12:22:19.000,9/21/2016 ,2016-09-21 12:22:19.000
5138,CHELSEA AVENUE & MAPLE AVENUE                                                                                                                                                                           ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12137604.00013180   ,3512248.25012366    ,2016-09-21 12:30:58.000,9/21/2016 ,2016-09-21 12:30:58.000
5139,5371 WYNGATE DRIVE                                                                                                                                                                                      ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12149962.91628      ,3479792.35987       ,2016-09-21 12:33:22.000,9/21/2016 ,2016-09-21 12:33:22.000
5140,107 AMARILLO AVENUE                                                                                                                                                                                     ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12157874.33261      ,3474077.99904       ,2016-09-21 12:33:52.000,9/21/2016 ,2016-09-21 12:33:52.000
5141,3800 PETERSON STREET                                                                                                                                                                                    ,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,12142877.56639      ,3485537.69313       ,2016-09-21 12:36:53.000,9/21/2016 ,2016-09-21 12:36:53.000
